FIPS2,Percent_High_school_completion,Percent_Children_in_poverty,Percent_Kids_in_Single_Parent_Houses,Reading _scores,Math_scores
F54077,86.53,19.1,20.14,2.7,2.77
F54079,92.35,13.1,22.93,3.32,3.2
F54081,87.51,25.6,26.3,2.93,2.79
F54083,86.85,21.1,25.46,2.8,2.69
F54085,83.64,23.2,21.47,2.91,2.98
F54087,81.3,30.1,22.81,2.69,2.58
F54089,85.61,29.6,26.1,2.69,2.42
F54091,90.73,16.9,26.64,2.95,2.89
F54093,88.19,19.1,26.16,2.59,2.62
F54095,89.36,20,20.95,2.78,2.82
F54097,86.66,22.8,26.52,2.72,2.78
F54099,81.14,22.7,15.56,2.95,3.01
F54101,76.4,32.4,26.36,2.12,2.03
F54103,86.6,22.2,29.62,2.82,2.89
F54105,83.13,27.7,10.95,2.74,2.74
F54107,90.95,21,24.7,3.06,2.87
F54109,78.07,25.3,16.33,3.13,2.81
F55001,87.45,18.1,18.57,2.45,2.57
F55003,93.27,17,22.5,3.05,2.93
F55005,90.59,13.7,23.83,2.88,2.85
F55007,95.68,17.5,17.74,3.51,3.41
F55009,92.48,8.6,19.46,2.96,2.87
F55011,91.84,10.7,15.14,3.05,2.97
F55013,93.03,13.1,20.78,3.01,2.97
F55015,94.9,4.5,15.56,3.2,3.34
F55017,92.91,11.8,17.11,3.12,3.22
F55019,83,21.1,13.02,2.76,2.63
F55021,93.35,7.4,15.78,2.93,2.95
F55023,91.81,19.2,19.32,3.07,3.05
F55025,96.19,8.6,20.65,3.09,3.16
F55027,91.2,7.5,18.02,3.06,3.15
F55029,95.58,11.2,24.72,3.1,3.19
F55031,93.73,11,25.76,3.01,2.77
F55033,93.46,9.7,12.78,3.04,3.15
F55035,95.07,10.5,18.71,3.1,3.1
F55037,93.08,16.8,14.86,3.53,3.87
F55039,92.32,9.4,18.76,3.1,3.06
F55041,89.83,17.2,27.02,2.83,2.87
F55043,91.92,14.5,17.89,3.2,3.19
F55045,92.28,8.5,19.62,3.14,3.13
F55047,90.66,13.6,16.49,3.17,2.98
F55049,95.41,8.7,16.11,3.25,3.38
F55051,95.1,17.6,21.1,,
F55053,90.47,17.2,22.19,2.77,2.63
F55055,92.04,7.9,19.87,3.02,3.09
F55057,89.78,13.4,14.95,2.95,2.79
F55059,90.19,12.7,28.69,3.02,2.96
F55061,93.65,7,14.3,3.2,3.31
F55063,95.27,8.1,18.41,3.23,3.12
F55065,91.53,13.5,15.24,3.34,3.38
F55067,89.83,17.1,23.33,2.76,2.53
F55069,91.76,10.5,15.26,2.92,2.8
F55071,93.04,9.9,19.58,3.04,3
F55073,92.37,7.8,16.07,3.13,3.11
F55075,90.99,14.1,20.02,3.02,3.04
F55077,90.45,14.4,19.32,2.98,3.22
F55078,91.7,36.7,53.26,2.01,1.82
F55079,88.74,25.5,40.83,2.49,2.44
F55081,90.75,14.2,17.48,3.1,2.98
F55083,91.34,9.5,15.32,3.08,3.16
F55085,93.95,11.2,13.25,3.09,2.96
F55087,94.05,7.7,15.24,3.07,3.11
F55089,96.81,3.4,18.55,3.57,3.58
F55091,90.78,13.2,15.53,3.05,3.32
F55093,94.64,5.8,11.21,3.1,3.21
F55095,94.15,11.3,19.73,3.12,3.15
F55097,94.08,8.1,18.23,3.1,3.05
F55099,91.97,17.2,18.59,2.99,3.03
F55101,91.08,13.7,30.58,2.71,2.72
F55103,90.39,18,21.9,2.7,2.64
F55105,91.7,12.2,23.17,2.96,3
F55107,88.72,19.4,16.83,2.91,2.92
F55109,96.33,4.5,14.53,3.32,3.48
F55111,91.24,10.5,17.84,2.98,3
F55113,92.15,18.4,31.36,3.17,3.1
F55115,91.99,13,19.99,2.72,2.62
F55117,93.68,8.6,18.98,3,2.94
F55119,88.17,13.5,17.52,3.16,3.27
F55121,91.97,9.2,17.3,2.86,2.79
F55123,89.88,20.1,12.13,3.1,3.04
F55125,94.61,16.9,27.92,3.05,3.12
F55127,91.48,9.4,21.9,3.16,3.08
F55129,92.63,14.1,15.53,2.89,3.01
F55131,95.11,4.6,14.96,3.4,3.55
F55133,96.21,3.7,12.39,3.4,3.58
F55135,91.78,11,19.09,3.12,3.16
F55137,88.34,14.5,15.29,3.05,2.97
F55139,93.38,8.5,22.89,3.03,3.1
F55141,92.43,11.5,17.51,3.07,2.96
F56001,95.87,10.4,11.16,3.52,3.58
F56003,89.75,15,16.36,3.33,3.43
F56005,93.25,7.6,16.91,3.01,2.9
F56007,90.62,12.4,24.18,3.07,3.18
F56009,91.79,11,13.9,3.48,3.57
F56011,93.12,9.8,6.32,3.39,3.34
F56013,91.8,19,29.09,2.95,2.98
F56015,91.66,13.5,21.39,2.98,2.9
F56017,94.17,12.9,14.3,3.23,3.14
F56019,95.09,10.3,8.6,3.23,3.18
F56021,94.15,8.8,18.6,3.18,3.05
F56023,92.86,8.5,7.16,3.32,3.41
F56025,93.7,10.4,22.3,3.09,3.21
F56027,91.06,16.1,7.66,2.78,2.8
F56029,95.86,11.7,18.74,3.56,3.49
F56031,91.9,13.3,8.06,3.7,3.82
F56033,95.48,9.6,18.84,3.61,3.84
F56035,95.4,6.9,18.39,3.57,3.69
F56037,92.57,8.4,15.72,3.25,3.42
F56039,94.69,4.3,18.51,3.54,3.61
F56041,93.1,9.7,10.79,3.14,3.35
F56043,92,10.7,15.92,3.66,3.75
F56045,93.33,12.6,11.26,3.38,3.35
